Folder,Filename,Path,Description,Error
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_37_top.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_37_top.jpg,"a stone wall with a large rock in the middle of it. On the right side of the wall, there are a few papers scattered around.",
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_10_top.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_10_top.jpg,"a brick wall with a small hole in the middle of it, surrounded by water. At the bottom of the image, there is text.",
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_27_top.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_27_top.jpg,"a man in a yellow jacket standing in a tunnel, holding a stick in his hand. He is surrounded by water and stones, and the background is dark.",
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_41_bottom.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_41_bottom.jpg,"a man in a yellow jacket standing in a cave, holding an object in his hand. The water is visible at the bottom of the image, and there is a wall on the right side.",
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_20_top.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_20_top.jpg,"a man in a yellow jacket standing in a flooded tunnel, holding a stick in his hand. The water is visible at the bottom of the image, and the background is dark.",
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_11_top.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_11_top.jpg,"a man walking down a stone path in a tunnel, holding a stick in his hand. The walls of the tunnel are visible on either side of him.",
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_42_top.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_42_top.jpg,"a close up of a stone wall with a small stream running through it. The water is visible at the bottom of the image, and the wall appears to be made of rock.",
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_29_top.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_29_top.jpg,"a man in a yellow jacket and hat kneeling down in a cave, holding an object in his hand. He is surrounded by rocks and there is water at the bottom of the image.",
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_11_bottom.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_11_bottom.jpg,"a person holding a stick in front of a large rock, which appears to be a grotto. The person is wearing a yellow shirt and blue jeans, and has a determined expression on their face. The rock is a deep grey color, and the person is standing in the grotto, looking out into the distance.",
T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte,page_38_top.jpg,T05 Montgolfier Robert/doubles_images_pages/split_images/image_sans_texte/page_38_top.jpg,"a brick wall with a small hole in it. The wall is made up of bricks of various sizes and colors, and the hole is clearly visible in the center.",
T01 trois Glorieuses C Odde/une_image_page/image_sans_texte,page_27.jpg,T01 trois Glorieuses C Odde/une_image_page/image_sans_texte/page_27.jpg,"an old photo of a tunnel with a light at the end of it. The walls of the tunnel are visible, and there is a ladder leaning against one of them.",
T01 trois Glorieuses C Odde/une_image_page/image_sans_texte,page_23.jpg,T01 trois Glorieuses C Odde/une_image_page/image_sans_texte/page_23.jpg,"an old photo of a tunnel with a lot of dirt on the ground and a wall in the background. At the top of the image, there are a few rods visible.",
T01 trois Glorieuses C Odde/une_image_page/image_sans_texte,page_25.jpg,T01 trois Glorieuses C Odde/une_image_page/image_sans_texte/page_25.jpg,"an old photo of a tunnel with a lot of wires attached to the ceiling. The walls of the tunnel are visible, and the wires are tangled and disorganized.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_12_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_12_bottom.jpg,"a person standing in a dark room next to a wall, wearing boots. The floor is visible at the bottom of the image.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_19_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_19_bottom.jpg,"a close up of a metal pipe in a building, with a wooden wall in the background. The pipe is in the foreground, and the wall is visible behind it.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_15_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_15_top.jpg,"a tunnel with water coming out of it, surrounded by walls on either side. At the bottom of the image, there is text.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_13_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_13_bottom.jpg,"a cave with a small stream running through it, surrounded by rocks and water. At the bottom of the image, there is text.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_22_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_22_bottom.jpg,"a close up of a window in a building with icicles hanging from it. The window is framed by a wall, and the icicles are glistening in the light.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_7_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_7_top.jpg,"a painting on the wall of a cave with icicles hanging from it. The painting is composed of a variety of colors, including blues, greens, and yellows, and the icicles are a pale white. The background of the painting is a light blue, giving the painting a peaceful and serene atmosphere.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_22_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_22_top.jpg,"a black and white photo of a large pipe with a lot of water coming out of it. The pipe appears to be a culvert, with a curved shape and a wide opening at the top. The water is a deep blue color, and the pipe is surrounded by a white border.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_19_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_19_top.jpg,"a room with a stone wall and wooden beams, as well as a pipe running along the ceiling. The walls are made of stone and the beams are wooden, giving the room a rustic and aged look.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_18_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_18_bottom.jpg,"a close up of a wooden beam in a building, with a wall in the background. The beam is made of wood and has a smooth, polished finish. The wall behind it is plain and unadorned, with no other objects or decorations.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_28_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_28_top.jpg,"a close up of a metal pipe with a hole in it. The pipe appears to be made of metal and has a smooth, glossy finish. The hole in the center of the pipe is slightly larger than the surrounding area, and is surrounded by a thin, curved line.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_15_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_15_bottom.jpg,"a dark tunnel with water coming out of it, and on the right side of the image there is a wall. The water appears to be a culvert, with a large amount of water flowing through it.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_5_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_5_top.jpg,"a bridge over a river with water flowing under it, surrounded by trees on either side. In the background, there are buildings and a clear blue sky.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_10_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_10_bottom.jpg,"a black and white photo of a wall with a ladder leaning against it. The wall appears to be in a state of disrepair, with peeling paint and crumbling walls. The ladder is leaning against the wall, suggesting that someone is in the process of climbing it.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_18_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_18_top.jpg,"an old photo of a tunnel in a building with a wooden ceiling. The walls of the tunnel are visible, and there is a watermark on the image.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_7_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_7_bottom.jpg,"an old photo of a boat in the water, with a wall in the background and text at the bottom.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_6_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_6_bottom.jpg,"a close up of a wall with a window in it, and in the center of the image there are two pillars. The wall appears to be made of stone, and the window is framed by a wooden frame.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_13_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_13_top.jpg,"a dark room with a small stream running through it, and on the right side of the image there is a wall. The water is visible, and it appears to be a drainage system.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_12_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_12_top.jpg,"a close up of a wall with a small hole in it, which appears to be a drainage system. The water is visible at the bottom of the image, and the wall is on the right side.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_10_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_10_top.jpg,"a large pile of trash floating in a body of water, with a wall in the background.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_14_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_14_top.jpg,"a concrete wall with a large hole in the middle of it, surrounded by water. The wall appears to be old and weathered, with rust and discoloration visible on its surface.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_14_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_14_bottom.jpg,"a concrete wall with a small hole in the middle of it, and a set of stairs leading up to it. The stairs are made of concrete and have a smooth, glossy finish. The wall is a light gray color and the floor is a darker shade of grey. The arch of the wall is visible in the background, and the stairs are slightly elevated above the ground.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_24_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_24_bottom.jpg,"a metal pipe hanging from the ceiling of a building, with a wall in the background.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_5_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_5_bottom.jpg,"a large metal pipe in the middle of a room, with a wall in the background. The pipe appears to be a drainage system, with multiple pipes running along the length of the wall.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_6_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_6_top.jpg,"an aerial view of a large body of water with a lot of smoke coming out of it, and in the center of the image there is a cross symbol, which appears to be a swastika.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_11_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_11_top.jpg,"a person swimming in a body of water with a wall in the background. The person is in the center of the image, surrounded by the water.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_28_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_28_bottom.jpg,"a large body of water under a bridge, with a wall in the background. The water is flowing under the bridge, creating a dam-like structure.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_24_top.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_24_top.jpg,"a concrete wall with a bunch of wires hanging from it, and a wooden ceiling at the top.",
T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte,page_11_bottom.jpg,T01 trois Glorieuses C Odde/doubles_images_pages/split_images/image_sans_texte/page_11_bottom.jpg,a close up of a wall in a cave with a lot of dirt on it. The wall appears to be made of rock and there is a watermark at the bottom of the image.,
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_71.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_71.jpg,"a man standing in the middle of a flooded tunnel, surrounded by water and rocks.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_65.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_65.jpg,"a black and white photo of a river running through a small town, with a number of buildings in the foreground and a clear sky in the background.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_66.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_66.jpg,"a black and white photo of a city street at night, with buildings, a tree, and a few people visible.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_56.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_56.jpg,"a stone tunnel with a small hole in the middle of it, which appears to be a bomb shelter. The walls of the tunnel are made of stone and there are a few objects scattered around the entrance.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_70.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_70.jpg,"a tunnel with a wooden pole in the middle of it, surrounded by rocks. At the bottom of the tunnel, there is text inscribed on the wall.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_89.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_89.jpg,"a man wearing a blue jacket, green pants, and a white cap, holding a stick in his hand, standing in a dark tunnel.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_31.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_31.jpg,"a cave with a small hole in the middle of it, surrounded by rocks and various objects. At the bottom of the image, there is text that reads ""Cave"".",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_45.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_45.jpg,"an old photo of a room with a lot of dirt on the floor and a few pipes attached to the ceiling. The walls and ceiling are visible, and there are a few objects scattered around the room.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_73.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_73.jpg,"a large metal pipe in the middle of a tunnel, with a person standing on the left side. The pipe is cylindrical in shape and appears to be made of metal.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_81.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_81.jpg,"a stone wall with a small hole in it. The wall is made of bricks and has a rough, uneven texture. The hole in the wall is slightly larger than the rest of the wall, and appears to be made of a light-colored stone.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_58.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_58.jpg,"a tunnel with water running through it, illuminated by a light at the end. The water is visible at the bottom of the tunnel, and the walls are made of stone.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_12.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_12.jpg,"a brick wall in a basement with a pipe running along it. The floor is visible at the bottom of the image, and the wall is made of bricks.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_29.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_29.jpg,"a dark tunnel in a stone wall with a light at the end. The walls are made up of rocks, and the light from the end of the tunnel casts a warm glow on the surrounding area.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_52.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_52.jpg,"a close up of a brick wall with a small hole in it, which appears to be a ventilation shaft. The shaft is made of metal and has a handle on the side for easy access. The wall is covered in dirt and grime, indicating that it has been exposed to the elements for some time.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_79.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_79.jpg,"a close up of a rock formation in a cave. The rock is rough and uneven, with a variety of shapes and sizes. The colors range from light to dark, and the texture of the rock is clearly visible.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_43.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_43.jpg,"a stone wall with a pipe running through it, and water flowing from the pipe into the water below.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_87.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_87.jpg,"a man wearing a helmet standing in a tunnel with a large pipe running through it. The walls of the tunnel are visible, and the ceiling is visible at the top of the image.",
T09 Libération Peuple V Hugo/une_image_page/image_sans_texte,page_76.jpg,T09 Libération Peuple V Hugo/une_image_page/image_sans_texte/page_76.jpg,"a stone tunnel with a small hole in the middle of it, which appears to be a burial chamber. The walls of the chamber are made of stone and the light at the end of the tunnel casts a warm glow on the surrounding area.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_44_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_44_bottom.jpg,"a cave with a small hole in the middle of it, surrounded by rocks. At the bottom of the image, there is text that reads ""Cave"".",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_30_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_30_top.jpg,"a close up of a rock wall in a cave. The wall is made up of small, irregularly shaped stones, and the light at the end of the wall casts a warm glow on the surrounding area.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_74_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_74_bottom.jpg,"a black and white photo of a tunnel with a light at the end. The walls of the tunnel are visible, and there is text at the bottom of the image.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_77_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_77_bottom.jpg,"a close up of a rock wall with a small hole in it, which appears to be a grotto. The rock is a light gray color and has a rough texture. The hole is small and jagged, and is surrounded by a thin layer of sedimentary rock.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_47_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_47_top.jpg,"a brick wall with a small hole in it, which appears to be a culvert. The wall is made of bricks and is covered in dirt and grime, indicating that it has been exposed to the elements for some time. The hole in the wall is likely caused by a drainage system, as evidenced by the dirt and debris scattered around it.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_13_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_13_bottom.jpg,"a rusty pipe attached to a brick wall in a basement. The pipe is made of metal and is covered in rust, indicating it has been exposed to the elements for some time.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_85_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_85_bottom.jpg,"a dark tunnel with a light at the end of it, and the walls of the tunnel are covered in mold. The mold is visible on the walls, giving the tunnel a unique and aged look.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_53_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_53_bottom.jpg,"a tunnel with a small stream running through it, illuminated by a light at the end. The walls of the tunnel are visible, and the water is visible at the bottom of the image.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_69_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_69_top.jpg,an old brick wall with a crack running through it and a concrete floor at the bottom.,
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_59_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_59_top.jpg,"a close up of a brick wall with a hole in it, which appears to be a moldy ceiling. The mold is visible on the surface of the wall, and the hole is clearly visible.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_41_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_41_top.jpg,"a close up of a rock wall with a lot of dirt on it. The rock is covered in a variety of colors, ranging from light to dark shades of grey and brown. The dirt is scattered across the surface of the rock, giving it a rough and uneven texture.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_82_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_82_bottom.jpg,"a person standing in the middle of a cave, surrounded by rocks. At the bottom left corner of the image, there is a watermark.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_27_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_27_bottom.jpg,"a brick wall with a ceiling that has a lot of dirt on it, and an object hanging from the ceiling.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_46_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_46_bottom.jpg,"a stone wall with a small stream running through it, surrounded by water and rocks.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_80_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_80_top.jpg,a stone tunnel with a small stream running through it. The walls of the tunnel are made of stone and the water is visible at the bottom of the image.,
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_67_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_67_top.jpg,"a man standing in the middle of a flooded tunnel, holding an object in his hand. The water is visible at the bottom of the image, and the background is dark.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_28_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_28_top.jpg,a brick wall with a hole in it and a pipe running through it. The wall is made of bricks and there is a watermark at the bottom of the image.,
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_68_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_68_bottom.jpg,"a dark tunnel with a white rope hanging from the side of it. On the left side of the image, there is a wall with a few objects attached to it.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_59_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_59_bottom.jpg,"an old photo of a tunnel with a light at the end of it. The walls of the tunnel are visible, and there is an object hanging from the ceiling.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_80_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_80_bottom.jpg,"a stone tunnel with a light at the end of it. The walls of the tunnel are made of stones, and the light from the end casts a warm glow on the tunnel.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_49_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_49_top.jpg,"a stone tunnel with a light at the end of it. The walls of the tunnel are made of bricks, and the light from the end casts a warm glow on the tunnel.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_84_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_84_bottom.jpg,"a man in a blue jacket and green boots standing in a cave, holding a stick in his hand. The walls of the cave are visible in the background.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_42_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_42_bottom.jpg,"an old stone tunnel with a small stream running through it. The water is visible at the bottom of the tunnel, and there are a few objects scattered around the area.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_60_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_60_bottom.jpg,"a person wearing green boots standing in a flooded basement, holding a stick in their hand. The water is visible at the bottom of the image, and there is a wall in the background.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_72_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_72_top.jpg,"a stone tunnel with a small stream running through it. The water is visible at the bottom of the tunnel, and the walls are made of stone.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_53_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_53_top.jpg,"two men standing in a tunnel, each holding a shovel in their hands. The walls of the tunnel are visible in the background.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_40_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_40_bottom.jpg,"a stone tunnel with a light at the end of it. The walls of the tunnel are made of stone and the light from the end casts a warm glow on the tunnel, illuminating the area around it.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_88_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_88_top.jpg,"a stone wall with a small stream running through it, and a pipe running along the top of the wall. The water is visible, and there is text at the bottom of the image.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_47_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_47_bottom.jpg,"a man standing in the middle of a stone tunnel, which appears to be a bomb shelter. The walls of the tunnel are made of stone and the man is standing on the right side of the image.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_86_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_86_top.jpg,"a close up of a rock wall with a lot of dirt on it, and in the bottom right corner there is a watermark. The rock is covered in a layer of mold, which is visible on the surface of the wall.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_51_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_51_top.jpg,"a close up of a rusty pipe in a cave, with a wall in the background.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_40_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_40_top.jpg,"a dark tunnel with a light at the end of it, illuminated by a few objects hanging from the ceiling. The walls of the tunnel are made of stone and the floor is visible at the bottom.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_78_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_78_bottom.jpg,"a close up of a rock wall with a small stream running through it. The wall is made up of various shades of grey and brown, and the stream is winding its way up the wall, creating a tranquil atmosphere.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_30_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_30_bottom.jpg,"a close up of a stone wall with a small hole in it. The wall is made up of various shades of grey and brown stones, and the hole is clearly visible in the center.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_77_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_77_top.jpg,"an old photo of a cave with a light at the end of it. The walls of the cave are made of stone and the ceiling is visible at the top of the image. The light from the light illuminates the cave, giving it a warm and inviting atmosphere.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_10_bottom.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_10_bottom.jpg,"a tunnel with a large pipe running through the middle of it, surrounded by walls on either side. At the bottom of the image, there is text.",
T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte,page_83_top.jpg,T09 Libération Peuple V Hugo/doubles_images_pages/split_images/image_sans_texte/page_83_top.jpg,"a stone tunnel with a light at the end of it. The walls of the tunnel are made of stones, and the light from the end casts a warm glow on the tunnel.",
